P1,P2,P3,P4,x1,y1,z1,x2,y2,z2,r,label
0,0,1,1,-0.53,-9.52,-0.07,-1.15,-12.87,-0.85,122,2
0,0,1,1,2.13,-11.03,-0.72,-2.63,-9.72,-8.19,122,2
0,0,1,1,0.79,-11.17,0.32,-2.26,-9.44,-3.23,122,3
0,0,1,1,1.3,-13.26,3.77,-1.23,-12.18,0.87,122,3
0,0,1,1,-1.02,-11.68,1.29,1.1,-10.18,2,122,3
0,0,1,1,2.78,-7.26,1.47,-0.96,-9.4,1.64,122,4
0,0,1,1,-0.51,-8.63,2.95,0.16,-9.76,0.48,122,4
0,0,1,1,-3.73,-19.6,-19.6,-2.41,-9.18,0.91,123,4
0,0,1,1,-3.61,-17.09,-4.29,-0.28,-13.98,1.13,122,4
0,1,1,1,-1.07,-9.44,-1.05,15.74,-18.29,-3.89,175,4
1,1,1,1,-0.96,-10.4,0.5,14.12,0.5,3.87,260,4
1,1,0,0,3.84,-9.17,13.91,3.25,-6.35,-13.04,289,4
1,1,0,0,-2.68,-9.23,-5.83,2.85,-8.01,-13.02,309,4
1,1,0,0,4.98,-10.27,19.6,-8.58,-6.34,-0.71,309,4
1,1,0,0,13.79,-7.79,11.9,-2.55,-9.26,-3.82,309,4
1,1,0,0,-0.68,-10.23,-0.71,-0.4,-10.02,4.27,297,1
1,1,0,0,1.1,-9.99,9.83,-3.13,-10.43,-0.34,266,1
1,1,0,0,-0.12,-9.49,1.15,-5.48,-9.41,-5.14,217,1
1,1,0,0,2.76,-10.03,8.21,-2.62,-11.1,0.93,159,1
1,1,0,0,2.29,-10.49,3.52,-4.44,-9.4,1.22,131,2
1,1,0,0,1.72,-9.76,7.03,-5.55,-17.6,4.08,124,2
1,0,0,0,-1.63,-13.18,11.58,-4.1,-19.57,-3.65,124,2
1,0,0,1,-2.68,-19.6,-1.06,-0.72,-9.21,-0.63,124,2
1,0,1,1,8.63,-13.55,16.22,1.4,-8.93,-2.38,125,2
1,0,1,1,2.03,-9.61,-2.53,-0.46,-9.05,0.01,125,2
0,0,1,1,2.87,-6.09,1.02,-1.24,-10.81,-10.06,125,2
0,0,1,1,2.02,-9.04,0.8,-0.34,-9.07,0.19,125,2
0,0,1,1,-0.05,-9.55,0.9,8.28,-9.66,5.54,124,2
0,0,1,1,4.29,-11.92,0.46,0.46,-8.85,0.95,124,3
0,0,1,1,1.09,-11.28,6.47,4.59,-8.79,2.52,117,3
0,0,1,1,-0.58,-8.08,-0.07,-0.98,-9.55,3.3,113,3
0,0,1,1,-2.34,-11.28,0.88,-2.03,-10.62,-0.23,114,3
0,0,1,1,6.46,-10.65,19.6,-0.22,-9.87,-0.61,113,4
0,0,1,1,-0.11,-8.79,4.35,-1.51,-10.13,0.16,112,4
0,0,1,1,-1.8,5.28,-6.41,-3.33,-9.31,1.26,112,4
0,1,1,1,0.84,-11.91,-5.22,-1.18,-16.3,0.31,119,4
0,1,1,1,-1.45,-10.78,-2.3,-8.81,-16.58,-19.6,187,4
1,1,1,1,-1.29,-10.04,-1.98,14.23,-1.51,2.6,270,4
1,1,0,0,-0.63,-10.08,6.81,6.09,-4.95,14.86,296,4
1,1,0,0,-4.3,-10.54,1.38,1.5,-8.55,-1.48,303,4
1,1,0,0,-0.74,-9.54,-5.17,-4.81,-8.57,0.15,303,4
1,1,0,0,3.16,-9.08,6.85,-2.24,-10.19,-0.13,303,4
1,1,0,0,-2.29,-10.59,-11.21,-3.27,-10.3,2.1,293,1
1,1,0,0,-0.42,-9.39,1.13,-2.98,-9.84,-2.12,262,1
1,1,0,0,-1.48,-10.08,-5.81,-1.09,-9.44,-1.29,220,1
1,1,0,0,-0.31,-10.17,-0.68,-1.32,-10.37,-0.15,164,2
1,1,0,0,-0.1,-10.11,-0.47,-4.66,-9.84,-1.66,132,2
1,1,0,0,-1.25,-11.59,-0.73,-5.91,-14.39,-1.07,129,2
1,0,0,1,-3.41,-13.2,-5.31,9.45,-8.14,-3.83,129,2
1,0,0,1,12.97,-19.6,19.6,-1.87,-8.07,-1.75,132,2
1,0,1,1,-6.95,-6.13,-19.6,1.07,-9.3,0.14,135,2
0,0,1,1,-5.79,-7.56,-6.18,0.82,-9.6,1.92,135,2
0,0,1,1,1.18,-5.44,2.35,-1,-9.71,-0.58,134,2
0,0,1,1,4.12,-10.08,4.18,2.83,-9.43,1.24,134,2
0,0,1,1,2.78,-9.16,12.1,4.12,-8.01,-0.35,127,2
0,0,1,1,-6.46,-9.84,-0.04,-9.94,-8.22,18.9,127,3
0,0,1,1,1.39,-12.4,-1.44,-0.72,-9.5,2.76,127,3
0,0,1,1,1.09,-10.65,1,2.88,-9.79,2.28,120,3
0,0,1,1,1.36,-11.58,5.46,1.22,-9.38,0.16,119,3
0,0,1,1,-3.89,-10.11,-12.25,-1.12,-9.61,-0.45,119,4
0,0,1,1,1.1,-8.78,3,-1.08,-9.74,-0.5,120,4
0,0,1,1,-0.17,-19.6,-2.59,-0.24,-9.14,2.29,120,4
0,0,1,1,-2.87,-16.03,-1.25,-1.63,-11.88,1.58,120,4
0,1,1,1,-0.17,-10.42,4.29,2.15,-19.6,-0.43,167,4
1,1,1,1,-0.71,-9.13,-1.86,17.15,-0.76,-1.57,260,4
1,1,0,0,7.38,-5.97,0.98,5.95,-18.85,3.02,297,4
1,1,0,0,-0.86,-8.89,-7.29,-2.8,-9.33,-2.53,308,4
1,1,0,0,2.17,-9.32,1.19,0.94,-5.74,-1.84,308,4
1,1,0,0,-0.22,-9.62,1.1,-1.13,-10.25,2.04,308,4
1,1,0,0,-0.24,-9.91,0.53,-0.21,-18.53,-4.04,308,1
1,1,0,0,3.28,-10.12,15.98,-2.12,-10.56,-1.49,268,1
1,1,0,0,1.58,-10.44,7.01,-10.96,-11.64,1.33,199,1
1,1,0,0,0.76,-10.56,1.1,-4.2,-12.2,-2.2,131,2
1,1,0,0,0.78,-10.36,0,-8.78,-15.93,-5.47,114,2
1,1,0,0,0.35,-12.69,5.4,4.65,12.58,-8.77,114,2
1,0,0,1,6.96,-14.93,-1.79,2.96,-7.72,-2.34,115,2
1,0,1,1,-2.43,-18.06,0.12,-6.03,-8.69,-3.43,119,2
1,0,1,1,-5.15,-3.06,-15.82,0.01,-8.46,0.07,119,2
0,0,1,1,-1.29,-2.52,4.1,0.74,-9.42,-1.45,119,2
0,0,1,1,-0.83,-6.56,1.96,2.58,-8.62,1.78,120,2
0,0,1,1,-2.28,-8.15,-2.78,1.14,-9.04,-1.53,119,2
0,0,1,1,-0.36,-9.4,6.04,5.28,-9.88,-1.09,119,2
0,0,1,1,0.9,-12.68,0.54,1.52,-10.76,-0.33,118,3
0,0,1,1,0.88,-11.75,-0.03,1.72,-9.23,0.54,115,3
0,0,1,1,1.5,-11.1,-0.6,0.3,-9.14,-0.29,112,3
0,0,1,1,1.19,-11.7,5.2,-2.52,-9.14,1.64,112,3
0,0,1,1,-4.84,-10.06,-19.26,-1.31,-9.79,-1.73,112,4
0,0,1,1,-0.78,-8.97,4.13,-0.67,-10.5,-1.55,111,4
0,0,1,1,5.71,-19.6,-19.6,-0.46,-9.85,1.32,112,4
0,0,1,1,4.24,-15.61,2.78,-1.27,-10.63,0.67,112,4
0,1,1,1,0.78,-8.86,-3.15,-2.65,-19.6,-1.49,155,4
1,1,1,1,-3.33,-10.43,-7.18,12.03,-6.97,16.06,234,4
1,1,0,0,-0.38,-10.19,4.64,4.67,-8.46,-6.53,284,4
1,1,0,0,-2.28,-11.34,2.04,2.76,-4.34,-4.3,307,4
1,1,0,0,3.14,-8.74,5.88,-8.67,-5.44,-4.53,307,4
1,1,0,0,-0.5,-9.51,-4.62,-2.44,-11.03,-0.14,307,4
1,1,0,0,0.26,-8.82,-3.8,-5.39,-10.49,2.69,306,1
1,1,0,0,0.69,-9.93,6.36,-2.22,-9.71,-1.36,275,1
1,1,0,0,-0.05,-9.47,0.77,-0.19,-9.81,-0.78,244,1
1,1,0,0,-0.54,-10.53,0.16,-2.74,-9.57,-2.29,192,2
1,1,0,0,0.26,-10.03,3.46,-4.53,-10.13,-0.58,143,2
1,1,0,0,1.65,-10.08,6.24,-9.01,-15.41,-3.75,136,2
1,1,0,0,-5.15,-12.73,-7.72,1.22,-13.51,-2.58,135,2
1,0,0,1,7.87,-15.55,11.78,-1.53,-9.41,-2.78,136,2
1,0,1,1,-2.76,-10.19,6.1,1.09,-8.14,-0.83,136,2
1,0,1,1,-0.18,-7.57,3.63,1.54,-8.82,-0.25,136,2
0,0,1,1,4.1,-3.51,5.16,-1.84,-10.33,-1.19,136,2
0,0,1,1,1.65,-9.44,0.9,1.2,-8.91,-0.17,136,2
0,0,1,1,1.6,-9.61,1.74,1.66,-9.18,0.07,136,2
0,0,1,1,0.53,-7.37,6.06,-1.54,-7.03,-7.12,136,2
0,0,1,1,5.62,-12.44,8.11,-5.65,-8.65,-8.71,135,3
0,0,1,1,0.77,-10.92,1.45,-1.45,-9.61,-2.59,135,3
0,0,1,1,2.82,-12.04,5.99,-1.59,-9.59,0.05,136,3
0,0,1,1,0.84,-11.54,2.73,-0.8,-9.63,-0.51,136,4
0,0,1,1,2.5,-8.76,8.78,-0.18,-9.79,0.47,136,4
0,0,1,1,-3.31,-9.71,-6.3,-1.08,-9.13,1.4,136,4
0,1,1,1,3.23,-19.32,5.1,-1.86,-9.97,1.76,136,4
0,1,1,1,-0.93,-9.44,-1.57,1.92,-19.6,0.65,149,4
0,1,1,1,1.98,-10.39,4.19,2.15,-9.86,6.9,212,4
1,1,1,0,0.38,-11.05,-0.24,6.33,-6.27,0.65,263,4
1,1,0,0,-1.08,-8.26,-0.57,4.32,-2.33,3.6,278,4
1,1,0,0,-2.82,-10.25,-1.94,-3.3,-10.73,-2.21,278,4
1,1,0,0,-1.92,-9.93,-7.05,-3.1,-9.43,2.44,279,4
1,1,0,0,6.87,-10.91,12.12,-2.9,-9.5,-4.82,279,4
1,1,0,0,-0.16,-9.19,6.86,-2.23,-10.41,-0.08,278,1
1,1,0,0,-0.18,-9.78,0.12,-0.41,-9.84,-0.5,265,1
1,1,0,0,-1.36,-10.29,-3.39,-1.29,-9.92,-0.7,235,1
1,1,0,0,0.44,-10.23,1.77,-0.68,-8.98,-1.93,183,2
1,1,0,0,0.15,-10.06,1.33,-1.65,-9.6,-0.16,142,2
1,1,0,0,1.16,-10.3,6.09,-4.19,-7.9,-0.24,133,2
1,0,0,0,0.3,-10.8,-2.18,5.43,-8.74,-2.25,130,2
1,0,0,1,-3.12,-14.22,-0.75,-0.6,-11.14,-4.48,130,2
1,0,0,1,6.52,-17.8,8.28,0.01,-9.37,1.73,131,2
1,0,1,1,4.09,-9.29,-0.43,-3.31,-10.48,-4.31,134,2
1,0,1,1,-2.09,-7.53,-13.69,2.98,-8.76,0.64,133,2
0,0,1,1,0.57,-6.15,7.68,-1.07,-12.26,-1.42,133,2
0,0,1,1,3.49,-10.45,1.37,1.42,-9.56,0.43,133,2
0,0,1,1,2.22,-9.98,5.53,2.96,-8.57,0.37,126,3
0,0,1,1,1.76,-9.94,11.2,2.16,-10.24,-8.8,125,3
0,0,1,1,0.55,-11.11,6.05,-0.7,-9.48,-2.03,126,3
0,0,1,1,0.39,-10.73,2.05,-0.07,-9.51,-0.56,120,3
0,0,1,1,2.62,-11.02,5.74,-0.32,-9.41,0.82,120,4
0,0,1,1,1.68,-10.94,4.41,-1.11,-9.83,-0.4,119,4
0,0,1,1,1.27,-9.34,4.83,0.89,-9.95,0.11,119,4
0,0,1,1,6.31,-19.6,3.16,-0.22,-10.32,0.38,120,4
0,0,1,1,-0.62,-16.88,-7.16,-3.77,-9.38,0.69,119,4
0,1,1,1,-0.02,-9.42,-1.96,8.91,-19.6,-1.42,153,4
0,1,1,1,-1.12,-10.21,-3.34,4.1,-8.75,-1,234,4
1,1,1,0,-0.28,-9.36,-3.97,-1.44,-6.41,-6.46,288,4
1,1,0,0,-0.09,-7.71,1.96,-7.57,-5,3.16,305,4
1,1,0,0,-1.56,-9.34,-0.67,-2.95,-7.8,-1.43,305,4
1,1,0,0,-0.49,-11.23,8.77,-11.57,-12.85,-2.19,305,1
1,1,0,0,-0.98,-9.58,-4.69,-1.51,-8.98,3.95,303,1
1,1,0,0,1.29,-10.13,5.33,-0.77,-10.91,0.39,272,1
1,1,0,0,-1.27,-9.76,-4.38,-4.44,-10.84,-1.47,229,1
1,1,0,0,0.17,-9.73,-0.07,-3.42,-11.07,-2.04,167,2
1,1,0,0,-0.28,-10.26,-4.58,-7.15,-9.39,-1.45,134,2
1,1,0,0,-0.61,-9.75,7.82,-1.18,-14.51,-0.92,121,2
1,1,0,0,-1.65,-11.91,-4.06,6.89,-10.9,-7.49,122,2
1,0,0,1,-1.65,-14.14,-2.76,3.09,-8.78,-1.24,122,2
1,0,1,1,-6.9,-16.93,-15.37,-0.4,-9.84,0.22,124,2
1,0,1,1,0.46,-6.25,-16.68,2.44,-8.22,-2.14,124,2
0,0,1,1,-6.18,-8.87,-4.44,2.16,-9.41,2.89,124,2
0,0,1,1,-1.06,-6.61,-0.9,-2.12,-11.5,-7.77,124,2
0,0,1,1,-0.14,-8.18,-0.05,1.21,-9,-0.99,120,2
0,0,1,1,0.01,-8.14,11.43,-1.11,-8.77,2.28,111,3
0,0,1,1,0.29,-10.66,-1.14,1.48,-9.58,2.94,111,3
0,0,1,1,2.11,-12.76,-0.16,7.42,-9.02,3.63,111,3
0,0,1,1,0.36,-10.8,0.95,-1.08,-9.59,0.64,109,4
0,0,1,1,1.92,-11.89,2.98,-0.45,-10.8,4.81,110,4
0,0,1,1,7.95,-7.24,11.16,0.23,-9.97,-2.01,110,4
0,0,1,1,0.08,-10.38,2.54,0.48,-9.71,-0.61,109,4
0,0,1,1,5.69,-0.14,-0.37,-0.85,-9.8,1.54,109,4
0,1,1,1,1.46,-9.81,-15.33,0.25,-17.54,5.44,136,4
0,1,1,1,-0.22,-10,6.98,12.97,-12.91,19.27,200,4
1,1,1,1,-0.59,-9.59,1.84,14.92,-2.67,8.7,277,4
1,1,0,0,7.41,-8.2,-5.5,-5.71,-4.61,2.4,295,4
1,1,0,0,0.99,-9.5,1.08,1.36,-8.31,-4.05,296,4
1,1,0,0,-1.81,-10.61,-6.49,-1.4,-7.03,4.05,296,1
1,1,0,0,1.3,-14.5,-11.36,-4.87,-9.37,0.47,296,1
1,1,0,1,-1.03,-9.24,-5.89,-2.58,-9.57,-2.05,289,1
1,1,0,0,1.35,-9.39,6.19,0.88,-9.7,-1.06,257,1
1,1,0,0,-1.04,-10.51,0.17,-3.21,-11.81,-0.16,197,2
1,1,0,0,0.1,-9.92,-0.7,-3.08,-11.17,2.04,140,2
1,1,0,0,1.51,-13.93,19.6,-1.37,-13.12,-0.05,120,2
1,1,0,0,-0.23,-9.95,-1.79,7.8,-5.11,-6.04,118,2
1,0,0,1,1.09,-13.72,7.45,4.84,-8.65,-1.36,119,2
1,0,0,1,-4.34,-16.82,-5.39,-0.75,-9.58,1.67,125,2
1,0,1,1,5.95,-11.84,19.6,1.78,-8.99,1.51,125,2
1,0,1,1,0.47,-7.81,5.57,-0.35,-10.06,3.52,126,2
0,0,1,1,-1.13,-3.23,-4.82,-0.38,-9.5,0.59,126,2
0,0,1,1,0.54,-7.99,-3.15,5.13,-9.32,1.98,126,2
0,0,1,1,2.7,-7.47,15.58,1.81,-9.31,1.29,119,3
0,0,1,1,-1.16,-7.9,2.84,1.66,-10.25,11.3,113,3
0,0,1,1,4.91,-13.9,8.68,1.18,-8.88,-10.07,113,3
0,0,1,1,2.62,-12.36,-0.36,2.37,-9.28,-0.47,113,3
0,0,1,1,3.11,-11.64,8.03,-2.22,-9.03,-2.49,113,3
0,0,1,1,-0.03,-10.96,-0.11,0.02,-9.88,-1.84,113,4
0,0,1,1,-3.62,-9.37,-5.96,-1.6,-9.71,-4.1,113,4
0,0,1,1,8.66,-19.6,-5.64,-1.67,-10.11,-1.64,113,4
0,0,1,1,2.14,-19.15,3.56,-2.63,-9.36,-0.72,116,4
0,1,1,1,-0.77,-9.47,-9.3,-1.74,-19.6,1.83,159,4
0,1,1,1,-1.08,-10.69,-1.36,11.55,-11.59,-15.66,241,4
1,1,1,0,8.09,-8.82,12.27,1.53,-2.73,-4.83,297,4
1,1,0,0,-2.43,-9.7,10.8,4,-3.05,-0.65,311,4
1,1,0,0,-1.45,-9.62,1.88,-6.12,-9.36,0.18,311,1
1,1,0,0,-3.91,-10.51,4.58,-1.22,-11.33,-5.53,311,1
1,1,0,0,-5.67,-10.03,4.35,-2.09,-9.01,-1.7,311,1
1,1,0,0,-3.52,-11.14,-13.12,-3.29,-10.52,-2.41,282,1
1,1,0,0,-1.49,-9.73,-4.32,-2.23,-10.8,-0.29,241,2
1,1,0,0,-0.16,-9.86,0.71,-1.69,-10.54,0.76,177,2
1,1,0,0,0.13,-10.47,1.13,-4.15,-10.13,-2.32,137,2
1,1,0,0,3.15,-9.71,6.02,-7.97,-13.75,-7.88,130,2
1,1,0,0,-1.57,-9.66,2.58,2.63,-0.98,-5.85,130,2
1,0,0,1,1.35,-15.29,1.47,2.41,-8.43,-0.2,130,2
1,0,1,1,7.5,-13.95,10.05,-0.82,-9.64,0.56,130,2
1,0,1,1,-0.64,-12.34,-6.26,1.77,-9.28,0.3,130,2
1,0,1,1,-0.74,-4.67,-0.48,0.75,-9.43,-0.41,130,2
0,0,1,1,0.16,-4.23,2.26,0.59,-9.47,1.27,131,2
0,0,1,1,3.45,-7.91,0.99,9.49,-9.7,9.53,130,2
0,0,1,1,0.72,-8.41,-6.19,1.13,-9.38,-0.34,130,3
0,0,1,1,-3.12,-7.82,4.05,-4.46,-9.94,1.78,130,3
0,0,1,1,3.48,-11.13,-5.8,-1.89,-7.26,-11.16,130,3
0,0,1,1,1.48,-13.24,0.22,4.4,-8.78,2.78,130,3
0,0,1,1,-0.33,-11.03,-1.51,0.49,-9.15,1.89,129,4
0,0,1,1,0.14,-10.18,5.52,-1.21,-9.55,-1.45,130,4
0,0,1,1,0.09,-9.08,4.21,-0.59,-9.47,-0.47,130,4
0,0,1,1,-0.08,-9.06,5.41,-1.38,-10.34,-0.9,130,4
0,0,1,1,-2.14,-12.64,-14.01,-0.4,-10.54,0.01,129,4
0,0,1,1,-2.9,-15.03,-6.2,-2.29,-10.1,1.47,129,4
0,1,1,1,-0.4,-9.7,-0.65,-2.74,-4.18,-2.74,273,1
1,1,0,0,-0.72,-10,-7.27,-0.79,-8.07,-1.41,273,1
1,1,0,0,-0.08,-9.79,-2.32,-3.34,-9.74,-2.52,273,1
1,1,0,0,-0.01,-9.54,-1.49,-3.12,-10.54,-3.32,273,1
1,1,0,0,-0.59,-10.04,1.3,-2.65,-11.9,0.38,264,1
0,0,1,1,-2.37,-9.44,-0.47,0.37,-9.35,0.42,112,1
0,0,1,1,-0.47,-9.39,-6.91,-0.11,-9.23,-0.23,112,1
0,0,0,1,1.85,-9.67,4.1,0.09,-9.04,0.42,111,1
0,0,1,1,0.15,-9.99,-3.34,-0.42,-9.27,-0.15,110,1
0,0,1,1,-0.29,-10.22,-5.76,-0.17,-9.35,-0.45,109,1
0,0,1,1,1.2,-9.54,-0.97,-0.41,-9.38,-0.15,107,1
0,0,1,1,0.3,-8.88,0.12,-0.14,-9.37,-0.47,107,2
0,0,1,1,-1.85,-8.67,-1.32,-0.38,-9.47,-0.7,107,2
0,0,1,1,-0.91,-8.86,4.62,-0.11,-9.58,-0.04,107,2
0,1,1,1,5.57,-17.42,7.67,-0.6,-11.71,-5.2,107,2
0,1,1,1,3.34,-8.85,5.03,0.76,-9.91,5.36,106,2
1,1,1,1,0.21,-9.98,0.09,1.17,-19.36,-3.01,140,2
1,1,1,0,-1.11,-9.99,-1.25,4.93,-11.33,-3.33,199,2
1,1,0,0,2.98,-8.96,0.62,6.35,-1.46,1.37,266,2
1,1,0,0,-4.37,-8.65,-4.99,0.16,-7.6,0.39,279,2
1,1,0,0,3.12,-9.33,-0.03,-2.24,-8.75,-5.57,279,2
1,1,0,0,-11.5,-8.63,2,-2.64,-9.74,-1.17,279,3
1,1,0,0,-0.17,-9.86,0.52,-3.28,-10.37,-1.56,279,3
1,1,0,0,-2.34,-9.02,-3.3,-2.11,-8.75,-0.61,279,3
1,1,0,0,-0.1,-9.87,2.29,-4.66,-8.75,-3.31,253,4
1,1,0,0,-0.79,-10.3,3.68,1.6,-8.46,-0.33,229,4
1,1,0,0,0.52,-10.25,-1.3,-0.17,-10.19,-2.17,171,4
1,1,0,0,1.29,-10.23,-0.37,-2.46,-11.25,-2.43,132,4
1,0,0,1,-1.62,-11.86,6.08,5.22,-14.78,-2.43,131,4
1,0,1,1,-6.08,-13.5,0.31,1.34,-7.64,-2.39,131,4
1,0,1,1,-2.23,-10.97,18.63,-2.82,-9.39,-4.45,132,4
0,0,1,1,-3.4,-7.27,-19.6,3.06,-10.02,3.4,132,4
0,0,1,1,-0.23,-4.25,-1.81,-0.07,-9.42,0.57,132,4
0,0,1,1,-1.63,-8.43,-7.18,-4.78,-6.97,-4.59,132,4
0,0,1,1,1.44,-6.92,19.54,0.72,-8.51,3.15,120,1
0,0,1,1,2.79,-9.69,3.07,-3.79,-12.3,-16.87,117,1
0,0,1,1,0.15,-11.5,2.91,4.6,-9.32,0.04,112,1
0,0,1,1,0.11,-10.24,1.11,1.69,-8.86,0.88,111,2
0,0,1,1,-0.34,-6.6,-1.66,-1.52,-9.35,-0.17,111,2
0,0,1,1,0.76,-9.74,2.18,-0.88,-10.53,1.34,111,2
0,0,1,1,10.46,-7.3,19.6,-2.22,-10.25,-1.94,112,2
0,0,1,1,7.02,-19.6,-10.71,-1.98,-9.43,-0.61,111,2
0,1,1,1,-2.56,-19.6,-5.25,-2.34,-11.6,-1.14,114,2
0,1,1,1,1.35,-9.57,4.9,-0.03,-19.6,-3.33,157,2
1,1,1,0,-0.23,-9.82,0.43,0.05,-3.4,2.05,234,2
1,1,0,0,-0.78,-10.14,0.09,-3.32,-9.48,-5.06,270,2
1,1,0,0,4.12,-8.32,-4.08,-0.89,-10.12,0.13,281,3
1,1,0,0,-1.06,-9.44,-10.43,-3.36,-9.79,0.41,281,3
1,1,0,0,-8.87,-10.5,-9.19,-2.36,-11.35,0.87,281,3
1,1,0,0,0.23,-9.49,1.77,-3.25,-9.19,-1.61,281,4
1,1,0,0,-0.89,-9.78,2.04,-5.29,-10.05,-1.55,267,4
1,1,0,0,-0.04,-9.79,-4.47,-3.51,-9.24,-2.42,243,4
1,1,0,0,-0.8,-9.96,0.78,-1.94,-10.77,-4.5,185,4
1,1,0,0,-0.93,-10.67,-3.76,-3.03,-9.19,-3.39,132,4
1,1,0,0,-14.15,-9.93,-9.41,-4.84,-16.88,-3.55,118,4
1,0,0,1,2.47,-10.12,6.51,4.12,-17.73,1.01,118,4
1,0,1,1,-0.88,-14.05,1.34,4.59,-8.86,0.74,118,4
1,0,1,1,8.21,-18.58,14.32,-2.64,-10,0.75,125,4
0,0,1,1,-4.19,-3.52,-19.6,-0.47,-9.2,-2.22,125,4
0,0,1,1,1.2,-4.63,6.09,-0.18,-9.47,-0.78,125,1
0,0,1,1,5.25,-3.93,-19.6,-8.26,-5.44,15.21,125,1
0,0,1,1,2.85,-9.26,8.89,2.56,-8.82,-0.39,125,1
0,0,1,1,-2.71,-9.4,3.89,3.91,-10.2,-0.89,116,1
0,0,1,1,0.09,-11.32,4.63,5.38,-8.77,4.11,113,2
0,0,1,1,0.71,-11.23,1.5,4.27,-8.96,0.61,111,2
0,0,1,1,1.87,-11.89,3.5,0.55,-9.29,1.93,110,2
0,0,1,1,2.84,-12.88,5.59,-0.72,-9.64,-0.03,110,2
0,0,1,1,2.78,-9.3,7.96,0.91,-10.08,-0.25,110,2
0,0,1,1,1.1,-11.4,2.43,-1.17,-10.09,1.29,111,2
0,1,1,1,8.75,-17.81,9.02,-1.94,-11.24,2.08,109,2
1,1,1,1,2.02,-9.08,2,-0.22,-19.31,-4.49,135,2
1,1,1,0,-0.84,-10.05,-5,6.84,-4.99,17.37,213,2
1,1,0,0,-1.47,-9.97,3.24,-2.37,-10.4,-6.28,262,3
1,1,0,1,4.26,-9.11,3.83,3.22,-5.82,-1.06,281,3
1,1,0,0,-0.95,-10.09,-4.22,-3.54,-11.05,1.67,281,3
1,1,0,0,-11.19,-11.36,2.91,4.87,-10.69,1.72,281,3
1,1,0,0,1.9,-9.94,2.38,-5.16,-9.77,-2.11,281,4
1,1,0,0,-0.77,-10.25,1.44,-3.13,-10.42,0.36,276,4
1,1,0,0,-5.51,-10.47,-9.4,-1.74,-9.62,-0.97,253,4
1,1,0,0,-0.88,-9.96,1.31,-2.45,-11.15,-1.65,189,4
1,1,0,0,1.63,-10.09,5.63,-7.92,-9.62,-3.39,134,4
1,0,0,0,0.35,-10.45,1.23,-4.02,-15.91,-0.79,119,4
1,0,0,1,0.95,-11.6,0.51,5.38,-18.11,-8.97,119,4
1,0,1,1,1.07,-19.5,5.4,-1.22,-9.12,-0.95,120,4
1,0,1,1,9.14,-16.16,18.21,-1.37,-10.15,-0.36,128,4
0,0,1,1,1.58,-7.28,-1.58,-2.99,-9.28,-2.3,128,1
0,0,1,1,0.66,-2.94,6.63,-0.26,-9.38,-0.71,129,1
0,0,1,1,0.17,-9.28,-14.91,-5.54,-9.88,-3.2,128,1
0,0,1,1,2.87,-8.58,17.31,2.35,-8.19,-0.63,124,2
0,0,1,1,-6.5,-8.79,5.62,-11.12,-8.85,6.25,121,2
0,0,1,1,2,-12.57,-0.95,-0.13,-9.13,2.38,116,2
0,0,1,1,1.52,-8.52,0.41,-1.88,-8.67,-1.27,109,2
0,0,1,1,1.02,-13.29,3.29,-2.24,-12.06,-3.03,108,2
0,0,1,1,-2.83,-13.98,18.51,-2.35,-10.11,-1.92,108,2
0,0,1,1,0.11,-9.27,4.69,-1.29,-10.26,-0.09,108,2
0,1,1,1,1.74,2.95,14.48,-2.92,-10.46,1.77,108,2
0,1,1,1,2.12,-12.12,4.44,-0.58,-16.93,-4.94,119,2
1,1,1,1,-1.41,-9.95,-0.74,-0.09,-16.52,-0.93,170,3
1,1,0,0,-0.63,-10.23,-0.75,6.16,-4.36,1.95,245,3
1,1,0,0,0.04,-16.58,-12.88,-0.19,-14.84,6.41,277,3
1,1,0,0,-2.07,-9.52,8.41,-3.73,-9.05,-12.27,284,4
1,1,0,1,4.42,-10.51,4.53,-8.99,-12.98,-1.56,285,4
1,1,0,1,-8.16,-6.23,3.01,-2.68,-10.3,-6.55,284,4
1,1,0,0,3.9,-8.79,19.6,2.39,-17.22,-0.71,285,4
1,1,0,0,-0.59,-9.54,0.41,-1.43,-9.5,-1.26,266,4
1,1,0,0,0.48,-9.53,3.4,-4.81,-10.58,-1.44,216,4
1,1,0,0,0.93,-10.3,2.47,-2.93,-11.3,0.16,148,4
1,1,0,0,-0.53,-10.3,0.55,-5.2,-9.2,-0.28,117,4
1,0,0,0,0.76,-10,4.03,-3.26,-19.6,-14.87,112,4
1,0,0,1,0.8,-13.17,4.96,2.36,-9.77,-5.73,112,4
1,0,1,1,-3.53,-16.45,2.8,0.33,-9.14,1.21,115,1
1,0,1,1,0.53,-12.98,-0.98,0.79,-9.84,-0.68,122,1
0,0,1,1,4.68,-8.14,11.62,4.18,-8.95,0.97,123,1
0,0,1,1,-1.15,-3.39,-5.25,-1.45,-9.66,-0.61,122,2
0,0,1,1,0.95,-10.65,-2.76,-0.07,-9.81,-2.5,122,2
0,0,1,1,1.96,-8.65,13.03,4.9,-10.86,9.45,111,2
0,0,1,1,0.71,-11.41,0.2,6.4,-10.1,19.6,111,2
0,0,1,1,1.95,-12.58,0.48,-1.03,-7.94,0.05,111,2
0,0,1,1,-0.32,-13.49,0.46,0.37,-9.53,0.4,109,2
