P1,P2,P3,P4,x1,y1,z1,x2,y2,z2,r,label
0,0,1,1,0.62,-12.19,8.39,-0.41,-9.97,1.58,105,2
0,0,0,1,5.53,-16.76,6.75,-1.18,-9.63,0.02,105,2
1,1,0,1,2.97,-0.34,-8.9,-0.33,-9.84,0.88,106,2
1,1,0,1,1.05,-9.36,-3.77,-4.11,-11.83,-1.56,106,2
0,1,0,1,-0.55,-9.52,-0.35,15.74,-14.97,2.69,150,2
0,1,0,0,-0.71,-9.92,-1,-3.56,-10.58,-2.27,254,2
0,1,0,0,1.5,-10.13,-1.6,-1.83,-5.62,0.22,333,2
1,1,0,0,-0.45,-9.93,0.39,3.14,-4.41,0.34,362,3
1,1,0,0,0.13,-9.64,1.28,-3.82,-7.12,0.45,361,3
1,1,0,0,-2.38,-10.02,3.64,-5.97,-10.48,-2.56,361,3
1,1,0,0,-4.35,-11.13,-15.08,2.77,-12.08,-2.81,291,3
1,1,0,0,0.05,-9.59,-1.31,0.65,-12.34,-2.95,234,4
1,1,0,0,-1.58,-9.76,-0.83,-3.29,-10.65,4.17,175,4
1,1,0,0,-0.47,-9.5,-6.15,-4.26,-10.06,-0.95,134,4
1,1,0,0,-0.72,-10.71,3.96,-3.5,-11.83,-0.46,126,4
1,0,0,0,4.79,-9.38,9.16,-10.46,-8.88,-7.73,126,4
1,0,1,0,-0.22,-12.28,2.53,2.17,-9.16,1.89,126,4
1,0,1,1,-0.95,-9.87,3.41,2.15,-9.19,0.27,126,4
1,0,1,1,2.04,-14.3,0.14,0.29,-8.93,-0.04,126,4
0,0,1,1,-3.37,-9.24,-7.02,1.13,-9.28,1.41,126,4
0,0,1,1,-0.5,-6.36,-4,0.96,-9.17,-0.88,127,1
0,0,1,1,3.99,-8.3,11.96,0.56,-8.34,-2.26,126,1
0,0,1,1,-4.4,-5.1,3.46,0.52,-8.77,0.61,126,1
0,0,1,1,-3.7,-10.37,-1.09,0.33,-8.87,-1.5,118,1
0,0,1,1,0.27,-11.16,1.21,-0.22,-9.49,-0.82,107,1
0,0,1,1,-1.95,-11.58,0.65,-0.55,-9.42,0.36,108,2
0,0,1,1,1.67,-12.28,16.49,-0.78,-9.55,0.4,107,2
0,0,0,1,-3.47,-18.31,-12.28,2.89,-9.77,2.64,107,2
1,1,0,1,-7.28,-12.16,-18.7,-1.64,-9.42,1.38,107,2
1,1,0,1,-0.17,-9.89,1.65,-0.01,-11.32,4.2,125,2
1,1,0,1,0.38,-9.82,-1.45,-1.5,-12.65,2.15,198,2
1,1,0,0,-1.96,-10.29,1.35,7.4,-2.23,-2.57,299,2
1,1,0,0,-1.18,-10.14,1.93,1.34,-5.34,-4.49,350,2
1,1,0,0,2.96,-9.28,-2.85,-1.5,-5.81,2.92,355,3
1,1,0,0,0.97,-9.6,-1.47,-1.72,-8.57,2.39,355,3
1,1,0,0,0.34,-9.61,0.75,-1.06,-12.14,-2.06,314,3
1,1,0,0,-0.76,-9.33,-1.67,-3.02,-12.21,-4.56,244,4
1,1,0,0,-0.64,-10.65,2.15,-9.3,-11.6,-2.88,181,4
1,1,0,0,0.1,-9.92,2.87,-5.86,-9.24,1.77,145,4
1,1,0,0,0.03,-10.74,1.42,-8.35,-12.87,0.65,138,4
1,0,1,0,-2.58,-13.75,-9.87,2.6,-11.74,2.36,136,4
1,0,1,0,-0.57,-13.3,4.59,2.5,-9.26,1.97,136,4
1,0,1,1,13.24,-15.9,19.6,0.14,-8.39,-4.34,136,4
1,0,1,1,2.19,-5.75,4.39,1.87,-9.23,0.83,137,4
1,0,1,1,4.27,-3.86,2.54,2.77,-9.43,3.32,136,4
0,0,1,1,2.13,-8.39,19.6,-0.3,-9.83,-0.59,131,1
0,0,1,1,-1.42,-7.98,6.58,0.15,-9.5,-5.35,120,1
0,0,1,1,-0.32,-11.35,0.55,2.28,-7.36,-3.56,105,1
0,0,1,1,0.74,-14.35,4.58,3.3,-9.17,0.81,105,1
0,0,1,1,-4.85,-5.28,-8.38,-1.24,-9.8,0.48,106,2
0,0,1,1,-5.67,-13.49,4.32,0.25,-9.34,-0.21,105,2
0,0,0,1,-2.58,-12.47,-10.02,-1.9,-9.39,0.03,105,2
0,1,0,1,0.34,-15.63,1.73,-1.22,-10.94,-0.35,105,2
1,1,0,1,-0.19,-9.32,0.89,-1.94,-14.69,2.16,110,2
1,1,0,1,-0.68,-9.47,-2.12,-1.72,-12.53,-2.7,185,2
1,1,0,0,-0.08,-10.47,-0.17,-6.57,-2.76,-6.82,284,2
1,1,0,0,-3.38,-10.16,-3.81,-0.71,-4.97,-5.29,340,2
1,1,0,0,-0.67,-9.87,1.42,-5.85,-7.29,-3.78,349,3
1,1,0,0,0.45,-10.21,-0.86,-0.97,-8.29,2.94,349,3
1,1,0,0,-11.84,-9.47,0.63,-2.77,-10.64,3.02,321,3
1,1,0,0,-0.03,-9.44,1.3,1.02,-16.87,2.28,249,3
1,1,0,0,-2.09,-9.16,0.53,-8.47,-5.21,-3.7,203,4
1,1,0,0,-0.35,-10.54,0.75,-6.34,-10.09,0.29,173,4
1,1,0,0,-0.22,-10.44,1.02,0.99,-9.15,-3.38,167,4
1,0,1,0,-0.66,-13.69,-1.96,-3.52,-11.73,-1.04,166,4
1,0,1,1,0.15,-10.81,7.64,-1.41,-9.24,-4.43,167,4
1,0,1,1,2.76,-13.07,6.52,-0.33,-9.35,-0.61,167,4
1,0,1,1,4.11,-17.53,4.54,-0.59,-9.52,0.25,155,4
0,0,1,1,-0.11,-4.3,-0.99,0.37,-9.06,-2.52,135,1
0,0,1,1,3.62,-1.11,1.34,-12.28,-11.77,-4.89,125,1
0,0,0,1,-3.97,-7.48,-3.9,-4.42,-9.01,-4.49,125,1
0,0,0,1,-3.26,-9.3,1.59,0.11,-9.35,-1.29,115,1
0,0,0,1,0.06,-7.96,4.38,0.02,-8.86,1.34,107,1
0,0,0,1,-0.17,-13.22,5.81,-0.22,-9.16,0.88,107,2
0,0,0,1,4.69,-4.93,4.33,-1.25,-9.06,0.32,106,2
0,0,0,1,0.67,-15.65,2.91,0.09,-8.09,1.72,108,2
1,1,0,1,-2.62,-14.32,-10.43,-1.28,-10.15,0.72,106,2
0,1,0,1,-0.09,-9.3,-0.21,-2.51,-16.37,1.21,124,2
1,1,0,1,-0.29,-9.73,-0.29,-2.46,-10.8,3.1,213,2
1,1,0,0,-1.93,-9.6,0.14,9.25,-5.55,-0.88,310,2
1,1,0,0,-1.08,-10.15,-9.02,4.33,-4.79,2.81,339,2
1,1,0,0,-0.91,-9.69,-1.11,-0.93,-8.14,-4.6,340,3
1,1,0,0,-11.91,-14.63,11.59,-6.73,-9.51,0.54,341,3
1,1,0,0,-5.16,-10.6,8.1,-1.82,-10.3,-2.82,307,3
1,1,0,0,-0.01,-10.76,4.1,-0.7,-9.45,3.64,262,4
1,1,0,0,-0.94,-9.43,2.04,-2.16,-8.99,-0.06,215,4
1,1,0,0,-2.31,-9.33,0.6,5.14,-12.75,1.54,161,4
1,1,0,0,-0.16,-10.51,0.96,-3.85,-11.71,1.14,143,4
1,0,1,0,7.79,-10.75,14.79,-1.78,-8.71,-12.74,143,4
1,0,1,0,-1.04,-12.85,1.42,0.6,-10.03,-1.93,143,4
1,0,1,1,-0.29,-14.25,-3,2.41,-11.89,1.44,143,4
1,0,1,1,-3.44,-13.81,-1.52,-0.42,-10.71,-4.22,143,4
0,0,1,1,10.64,-6.92,-4.06,0.26,-10.16,0.23,144,4
0,0,1,1,-0.78,-5.23,-5.62,-2.42,-9.15,-6.23,141,4
0,0,1,1,-2.87,-5.17,19.6,-2.74,-10.5,-4.51,129,1
0,0,1,1,-16.43,-4.53,-8.4,2.19,-9.91,2.42,111,1
0,0,1,1,-0.97,-10.04,1.5,0.61,-9.82,-0.16,106,1
0,0,1,1,-2.01,-11.3,3.93,-0.67,-9.77,0.71,106,2
0,0,1,1,-1.13,-5.05,6.29,-0.65,-9.42,0.32,106,2
0,0,0,1,0.47,-13.75,6.61,-0.61,-9.63,0.39,106,2
0,1,0,1,1.26,-10.28,-6.37,-2.49,-8.94,3.84,106,2
0,1,0,1,-0.17,-8.93,-3.22,-1.22,-13.19,0.47,106,2
1,1,0,1,0.23,-10.84,0.48,-2.01,-13.86,-2.05,139,2
1,1,0,0,-0.47,-9.87,-0.67,5.92,-5.92,-1.22,236,2
1,1,0,0,-0.83,-12.04,-1.73,5.71,-5.31,4.19,298,2
1,1,0,0,-0.33,-9.62,-0.92,0.3,-6.62,-1.54,328,2
1,1,0,0,2.02,-9.5,0.58,-2.22,-8.21,2.34,329,3
1,1,0,0,-3.31,-9.61,7.23,6.4,-10.64,-5.62,329,3
1,1,0,0,-0.64,-9.89,-0.5,-1.11,-7.9,0.83,329,3
1,1,0,0,-4.29,-8.91,-0.6,-2.06,-9.17,0.14,284,4
1,1,0,0,1.94,-9.49,6.71,5.57,-19.6,19.6,208,4
1,0,0,0,-0.48,-10.18,1.46,-15.45,-14.19,-7.13,147,4
1,0,1,0,-0.03,-10.5,9.86,4.33,-16.45,6.13,145,4
1,0,1,0,-0.74,-11.75,-1.55,-0.14,-6.71,-2.25,145,4
1,0,1,0,-0.92,-16.97,-6.06,-1.09,-7.7,-1.59,145,4
0,0,1,1,3.84,-11.43,11.05,0.45,-9.39,0.07,145,4
0,0,1,1,-17.19,-9.89,-19.6,-1.13,-8.23,3.03,146,4
0,0,1,1,1.08,-5.2,8.22,1.79,-8.88,-0.13,136,1
0,0,1,1,3.6,-4.15,-0.18,1.04,-10.13,-5.25,133,1
0,0,1,1,-3.43,-9.21,-4.46,-0.81,-9.79,-1.72,130,1
0,0,1,1,-5.34,-10.85,4,-0.17,-10.09,2.27,110,1
0,0,1,1,-1.94,-10.9,5,-0.26,-8.92,1.09,106,2
0,0,1,1,8.47,-2.31,8.5,-0.19,-9.58,0.53,106,2
0,0,0,1,7.58,-14.58,15.17,-1.26,-9.47,0.11,107,2
0,1,0,1,4.04,-5.81,-3.1,-1.46,-9.41,0.3,107,2
0,1,0,1,0.24,-9.69,-4.14,-1.15,-12.06,1.81,106,2
0,1,0,1,0.15,-9.61,-2.17,1.63,-14.29,-3.41,134,2
1,1,0,0,2.16,-10.12,0.23,-0.32,-11.43,7.39,215,2
1,1,0,0,13.29,-10.08,19.6,0.5,-10.96,2.81,296,2
1,1,0,0,-0.37,-9.81,-0.04,4.03,-4.31,4.01,335,2
1,1,0,0,3.95,-8.82,11.17,-2.46,-7.58,0.08,336,3
1,1,0,0,4.61,-10.07,2.65,-1.78,-8.75,6.67,336,3
1,1,0,0,-0.03,-9.87,-0.6,1.34,-10.1,3.68,318,3
1,1,0,0,-0.57,-10.54,-3.94,3.33,-9.09,2.88,253,4
1,1,0,0,-0.03,-11.79,-2.26,-4.73,-10.06,-3.65,156,4
1,1,0,0,0.28,-10.18,0.27,-4.06,-15.98,-1.35,119,4
1,0,1,0,-1.53,-12.84,-2.15,5.5,-11.08,0.96,119,4
1,0,1,0,0.52,-11.81,6.68,-0.43,-9.26,-2.46,119,4
1,0,1,0,0.81,-14.68,-2.06,2.49,-8.96,-0.97,119,4
1,0,1,0,-1.03,-5.61,1.89,0.18,-9.22,0.87,119,4
0,0,1,0,3.75,-5.25,5.84,0.5,-9.04,-0.07,119,4
0,0,1,1,0.82,-7.57,1.01,-1.33,-9.56,0.32,119,1
0,0,1,1,-1.07,-7.97,10.97,-1.92,-10.72,-3.89,118,1
0,0,1,1,0.9,-11.77,-10.01,-0.24,-9.34,1.8,109,1
1,0,1,1,-0.12,-10.08,-3.65,0.65,-9.16,0,107,2
1,0,1,1,0.78,-11.02,1.68,-0.6,-9.27,0.61,107,2
1,0,1,1,4.67,-8.25,10.1,0.84,-9.01,0.06,108,2
1,0,1,1,0.61,-12.59,13.1,-0.63,-10.04,0.81,107,2
1,1,1,1,1.01,-7.55,-1.64,0.22,-10.01,-2.33,107,2
1,1,0,1,0.22,-8.73,-2.12,0.27,-10.5,0.51,107,2
1,1,0,1,-1.9,-10.51,-1.95,-1.67,-16.03,-3.05,135,2
1,1,0,0,-0.18,-9.38,-2.04,0.93,-10.67,6.27,225,2
1,1,0,0,-0.07,-9.05,-2.2,9.92,-5.81,4.82,304,2
1,1,0,0,-2.97,-10.15,-8.18,1.22,-4.5,0.56,338,3
1,1,0,0,1.41,-10.08,9.98,-2.48,-5.9,-0.6,338,3
1,1,0,0,1.82,-7.3,6.44,3.91,-8.64,-1.29,338,3
1,1,0,0,3.39,-8.57,0.33,-2.8,-9.06,-0.39,306,3
1,1,0,0,0.53,-9.84,2.27,-3.08,-10.57,-2.53,238,4
1,1,0,0,-0.74,-9.65,1.71,-5.01,-9.51,-0.15,182,4
1,1,0,0,0.23,-10.34,1.42,-7.43,-11.58,1.59,164,4
1,0,1,0,-0.28,-10.5,1.59,0.46,-11.88,-2.07,163,4
1,0,1,0,0.58,-10.44,6.2,-1.75,-9.47,-0.91,163,4
1,0,1,1,-0.33,-11.18,-2.91,-0.42,-8.4,-3.08,163,4
1,0,1,1,-3.76,-13.71,-3.28,0.85,-8.85,-0.89,163,4
0,0,1,1,-7.44,-8.86,-19.6,-1.87,-10.02,-2.21,163,4
0,0,1,1,0.45,-5.03,-2.71,1.46,-9,-0.32,150,1
0,0,1,1,5.93,-4.31,18.2,0.33,-10.22,7.34,146,1
0,0,1,1,-1.36,-12.44,1.19,2.39,-7.81,12.62,140,1
0,0,1,1,-5.4,-9.18,1.85,0.9,-9.31,0.06,123,1
0,0,1,1,-0.35,-11.65,5.35,0.36,-9.7,0.68,107,2
0,0,1,1,4.62,-3.83,0.97,-0.51,-9.23,-0.06,107,2
0,0,1,1,-1.01,-12.44,5.75,0.32,-9.54,0.43,106,2
0,1,0,1,1.61,-12.36,-2.69,0.17,-9.98,0.06,107,2
0,1,0,1,0.98,-9.58,3.39,-0.89,-10.85,-1.82,107,2
1,1,0,1,1.67,-9.87,-0.54,0.1,-15.7,-1.03,131,2
1,1,0,0,-0.03,-9.91,0.67,-6.64,-9.12,-1.72,221,2
1,1,0,0,7.23,-7.98,11.97,2.83,-5.44,0.97,289,2
1,1,0,0,-0.74,-9.52,-1.11,1.29,-5.77,0.09,316,3
1,1,0,0,-0.73,-9.55,1.19,-0.77,-4.94,1.32,315,3
1,1,0,0,-0.13,-9.74,0.66,-2.83,-9.91,1.56,315,3
1,1,0,0,-0.49,-9.83,2.14,-14.16,-12.66,-6.4,267,3
1,1,0,0,-1,-9.83,0.85,-4.56,-2.17,-3.75,220,4
1,1,0,0,-0.51,-9.72,0.71,-6.94,-8.55,-0.04,219,4
1,0,0,0,0.3,-10.78,2.84,1.85,-10.05,-1.55,215,4
1,0,0,1,-0.17,-9.1,-0.21,-1.44,-10.45,1.65,206,4
1,0,0,1,0.32,-10.2,-0.53,1.08,-10.12,1.08,195,4
1,0,0,1,-1.44,-9.61,2.47,-0.79,-9.09,0.18,190,4
0,0,1,1,-3.39,-7.63,0.02,0.03,-9,0.97,149,1
0,0,1,1,-4.4,-7.44,-2.63,2.78,-9.37,2.12,148,1
0,0,1,1,-0.69,-11.2,4.52,0.39,-9.33,1.12,143,1
0,0,1,1,-1.79,-9.83,4.61,0.44,-8.94,0.44,136,1
0,0,1,1,-4.62,-7.01,9.24,-3.98,-9.73,-6.42,135,1
0,0,1,1,-1.79,-9.69,1.23,0.56,-8.97,0.4,130,2
0,0,1,1,0.34,-7.79,-2.42,0.66,-9.28,0.84,114,2
0,0,1,1,2,-9.79,-0.09,-0.74,-9.4,1.08,107,2
0,0,1,1,2.39,-12.5,4.26,-1.51,-9.31,0.19,108,2
0,0,0,1,1.43,-10.33,-0.59,-0.31,-9.58,0.84,108,2
0,1,0,1,2.76,-9.35,-2.19,-2.13,-9.49,0.53,108,2
0,1,0,1,-1.87,-9.46,-2.89,-1.85,-14.25,0.41,118,2
0,1,0,0,-1.37,-9.73,-1.83,5.09,-10.15,9.57,166,2
0,1,0,0,0.27,-9.38,-0.46,-9.54,-7.31,2.15,249,2
0,1,0,0,-0.83,-9.95,-0.79,10.25,-3.87,-0.04,318,2
0,1,0,0,-1.6,-10.32,0.48,1.56,-4.62,0.79,347,2
0,1,0,0,-0.05,-9.45,-0.9,-4.83,-9.34,-1.41,351,3
1,1,0,0,-0.62,-9.54,-0.21,-5.09,-7.72,-1.16,351,3
1,1,0,0,3.84,-9.33,-7.68,-2.62,-10.03,-1.78,351,4
1,1,0,0,-0.88,-9.61,-1.05,0.63,-7.57,0.76,351,4
1,1,0,0,-1.29,-9.37,1.21,-2.38,-8.2,-0.54,339,4
1,1,0,0,-2.24,-11.05,-6.43,-1.62,-8.37,-0.65,291,4
1,1,0,0,-0.16,-9.43,1.84,-3.1,-11.18,-1.48,228,4
1,1,0,0,-0.96,-10.61,-0.6,-15.68,-15.02,8.83,162,4
1,1,1,0,-0.36,-11.09,1.47,-0.37,-6.61,-6.25,159,4
1,0,1,0,-0.65,-12.62,-1.49,4.38,-8.67,0.43,159,4
1,0,1,0,0.63,-9.89,6.98,-5.42,-8.77,0.55,158,4
1,0,1,1,1.06,-15.2,0.79,0.31,-8.7,-2.13,158,4
0,0,1,1,-1.13,-3.75,5.41,-3.08,-9.74,-0.87,160,4
0,0,1,1,-2.5,-9.3,-11.32,3.04,-10.24,-1.08,158,1
0,0,1,1,0.71,-5.57,0.96,1.03,-9.11,0.81,150,1
0,0,1,1,3.73,-2.68,0.72,-2.63,-5.47,2.29,139,1
0,0,1,1,-1.11,-5.65,-3.41,-1.25,-7.48,-7.5,137,1
0,0,1,1,0.35,-9.37,0.68,-0.07,-9.21,-0.71,106,2
0,0,1,1,2.08,-4.5,-0.51,0.47,-9.22,-0.7,97,2
0,0,1,1,1.29,-10.96,7.49,-0.48,-9.79,0.52,97,2
0,0,1,1,1.65,-5.51,2.68,-1.01,-10.04,0.22,96,2
0,1,0,1,-4.41,-15.83,-13.14,-3.37,-8.63,-3.65,97,2
0,1,0,1,1.13,-8.95,0,-0.85,-12.75,-0.49,97,2
0,1,0,1,-1.37,-9.68,-2.33,-1.22,-11.53,-3.77,123,2
1,1,0,1,-0.1,-9.39,0.67,-3.67,-14.11,-4.6,191,2
1,1,0,0,0.3,-10.13,0.54,-1.34,-2,-4.94,276,2
1,1,0,0,-0.68,-9.63,-0.98,0.18,-6.15,-5.39,330,3
1,1,0,0,0.68,-7.56,-2.3,-10.02,-9.08,8.8,354,3
1,1,0,0,-1.14,-10.67,-5.63,-5.37,-5.55,-0.13,354,3
1,1,0,0,-0.3,-9.88,-5.24,-6.2,-7.9,1.33,355,3
1,1,0,0,-0.67,-9.77,1.05,0.37,-7.39,-2.76,355,4
1,1,0,0,-0.15,-9.73,1.9,-1.19,-10.1,-2.43,308,4
1,1,0,0,-0.69,-9.9,0.45,-0.63,-11.83,0.15,245,4
1,1,0,0,0.02,-10.42,1.31,-4.63,-9.88,0.17,182,4
1,0,0,0,-0.45,-10.54,2.24,-7.84,-10.47,-3.07,160,4
1,0,1,0,-0.87,-13.04,-0.54,-1.16,-8.22,-4.22,159,4
1,0,1,0,-2.48,-10.35,-1.21,2.85,-9.57,-1.44,161,4
1,0,1,0,-2.69,-13.41,-1.18,1.74,-9.42,-0.56,160,4
0,0,1,1,2.95,-11.56,1.83,2.75,-6.88,0.71,160,4
0,0,1,1,-3.32,-9.52,2.51,-2.33,-9.51,-0.1,160,4
0,0,1,1,1.88,-4.78,5.95,1.08,-9.44,-1.36,146,1
0,0,1,1,-0.11,-6.04,3.34,1.71,-8.7,-0.19,128,1
0,0,1,1,-0.85,-7.16,7.24,1.65,-10.54,2.22,124,1
0,0,1,1,-0.46,-10.35,2.15,1.15,-8.63,2.8,111,1
0,0,1,1,0.05,-8.44,5.21,0.4,-10.28,1.35,102,2
0,0,1,1,-1.26,-9.68,6.24,-0.91,-9.38,0.39,102,2
0,0,0,1,-0.53,-11.81,3.09,-1.2,-9.28,0.41,102,2
0,0,0,1,3.14,-19.35,10.64,-1.17,-9.47,0.59,102,2
0,0,0,1,9.05,-17.07,0.5,-2.27,-9.88,-0.62,102,2
0,1,0,1,-0.44,-15.66,-10.91,-1.56,-10.59,0.51,102,2
0,1,0,1,-1.73,-9.99,-1.26,0.06,-16.25,-0.19,113,2
0,1,0,1,-0.74,-10,-2.94,-12.56,-14.27,-2.72,185,2
0,1,0,0,-1.71,-9.91,-0.43,-2.56,-5.96,-2.34,275,2
0,1,0,0,-0.67,-9.29,2.99,3.19,-6.63,1.91,327,2
0,1,0,0,-1.77,-9.78,-0.86,-2.19,-5.24,-3.2,358,3
0,1,0,0,-7.04,-10.32,2.7,-3.77,-6.69,-4.54,362,3
1,1,0,0,-6.31,-9.79,1.24,-3.59,-6.12,7.57,362,3
1,1,0,0,-0.95,-9.53,0.08,-4.28,-9.19,1.86,363,4
1,1,0,0,-2.7,-10.12,-0.43,-2.39,-8.77,1.11,347,4
1,1,0,0,-1.88,-9.92,4.07,-0.84,-10.06,-1.05,296,4
1,1,0,0,-0.33,-6.54,5.85,-2.79,-10.89,-0.76,242,4
1,1,0,0,-1.09,-9.65,0.94,-0.33,-18.02,1.84,186,4
1,1,0,0,-0.54,-11.46,0.44,-9.38,-12.23,1.4,159,4
1,1,1,0,-1.4,-10.46,1.81,2.93,-7.25,-3.15,160,4
1,0,1,0,-0.4,-15.18,0.8,3.73,-8.72,0.82,159,4
1,0,1,0,1.3,-10.86,3.4,2.6,-9.44,0.38,159,4
0,0,1,1,-1.52,-14.46,-1.01,0.84,-8.07,1.07,159,4
0,0,1,1,4.96,-6.14,3.86,-1.6,-7.69,-4.3,160,4
0,0,1,1,-0.1,-4.66,-0.74,-1.15,-9.39,-1.1,159,1
0,0,1,1,2.3,-5.28,2.21,-4.06,-10.03,-6.19,145,1
0,0,1,1,1.59,-5.13,2.64,0.15,-4.27,11.42,133,1
0,0,1,1,6.01,-7.27,2.45,0.58,-8.75,3.39,128,1
0,0,1,1,2.79,-9.18,5.91,-0.04,-8.99,-3.11,113,2
0,0,1,1,-0.13,-9.68,4.34,0.05,-9.24,0,103,2
0,0,1,1,0.59,-10.63,2.73,-2.19,-9.46,-1.23,102,2
0,0,1,1,-0.77,-10.52,2.7,-1.12,-9.48,0,100,2
0,0,1,1,0.16,-14.99,3.99,-1.79,-9.98,-0.42,101,2
0,0,0,1,0.4,-11.65,-4.58,-1.39,-9.22,0.6,100,2
0,1,0,1,0.11,-11.78,-7.05,-0.83,-11.41,1.47,99,2
1,1,0,1,-0.51,-10.21,0.81,-1.74,-12.85,0.22,113,2
1,1,0,1,0.76,-10.26,2.16,0.25,-14.67,-2.82,182,2
1,1,0,0,-0.88,-9.61,0.5,-8.45,-6.98,-1.17,260,2
1,1,0,0,0.32,-9.56,-2.15,0.11,-5.38,-0.7,321,2
1,1,0,0,-1.49,-9.86,-0.09,-0.23,-4.84,-1.2,349,3
1,1,0,0,-1.77,-10.88,-5.07,1.35,-6.45,-0.61,349,3
1,1,0,0,2.21,-10.41,-0.87,-16.04,-12.87,-2.42,351,3
1,1,0,0,4.96,-8.35,10.6,-3.51,-8.57,2.37,350,3
1,1,0,0,-1.02,-9.64,-0.04,-2.37,-9.56,-0.2,320,4
1,1,0,0,-4.29,-9.92,5.8,-3.7,-10.5,-1.07,271,4
1,1,0,0,-0.71,-9.86,1.5,-1.75,-10.04,-0.28,216,4
1,1,0,0,-0.51,-10.52,1.51,-9.95,-10.14,-1.83,164,4
1,1,0,0,-0.79,-10.15,2.04,-2.37,-12.7,-2.06,155,4
1,0,1,0,-3.77,-12.85,-6.89,-1.15,-10.55,-5.32,157,4
1,0,1,1,0.29,-11.53,0.81,2.39,-9.15,-0.28,156,4
1,0,1,1,-2.56,-13.7,-1.17,-0.49,-8.25,-2.15,157,4
0,0,1,1,-0.02,-10.85,5.19,3.24,-8.62,3.08,156,4
0,0,1,1,5.74,-7.62,19.01,0.98,-9.41,0.81,156,4
0,0,1,1,-0.02,-4.58,2.58,-1.6,-8.94,1.36,156,1
0,0,1,1,2.44,-7.88,-0.04,-0.89,-9.14,-1.73,147,1
0,0,1,1,3.44,-6.09,3.53,-3.29,-9.45,3.52,138,1
0,0,1,1,13.2,-13.09,15.69,1.39,-8.47,11.55,131,1
0,0,1,1,5.7,-10.11,10.22,1.06,-9.16,-0.44,110,2
0,0,1,1,-0.42,-10.43,2.92,-0.67,-10.09,1.99,94,2
0,0,1,1,-1.25,-10.43,0.89,-0.95,-9.86,-0.2,93,2
0,0,1,1,-0.83,-9.7,4.79,-1.1,-9.81,-0.35,93,2
0,0,1,1,-14.12,-9.79,-19.6,-1.07,-9.54,-0.55,93,2
0,0,0,1,2.41,-9.99,1.08,0.81,-10.27,-0.7,93,2
0,1,0,1,-0.83,-11,-11.67,-1.95,-12.39,2.22,95,2
1,1,0,1,-1.69,-9.72,-0.34,1.13,-14.48,-1.42,139,2
1,1,0,0,4.48,-9.8,6.47,-1.1,-11.33,4.49,217,2
1,1,0,0,-1.77,-9.61,0.04,11.38,-4.89,-4.17,302,2
1,1,0,0,-1.01,-9.69,0.1,-2.14,-5.85,-8.56,351,2
1,1,0,0,-1.37,-9.6,-1.32,-1.22,-8.16,-0.89,368,3
1,1,0,0,-1.86,-13.13,9.79,-5.27,-5.39,6.71,368,3
1,1,0,0,5.87,-8.67,2.52,4.36,-7.01,3.84,368,3
1,1,0,0,1.92,-7.87,3.77,-0.18,-9.96,1.36,342,4
1,1,0,0,-0.99,-9.98,-0.31,-0.5,-11,1.7,287,4
1,1,0,0,-0.71,-9.75,1.64,-2.57,-11.64,-0.95,221,4
1,1,0,0,-0.36,-10.23,0.96,-4.62,-11.11,8.07,161,4
1,1,0,0,-0.25,-10.41,1.25,-6.54,-11.99,-1.45,137,4
1,0,1,0,-1.76,-10.94,0.3,4.27,-10.77,-1.2,137,4
1,0,1,0,-0.91,-13.59,1.51,1.17,-9.56,-1.61,138,4
1,0,1,0,-3.45,-10.74,-0.29,0.43,-9.09,-3,139,4
0,0,1,0,-0.16,-12.57,2.38,0.89,-9.28,-1,138,4
0,0,1,1,-0.05,-9.28,0.58,0.76,-9.17,0.62,137,4
0,0,1,1,-4.84,-5.79,-16.94,-0.66,-9.77,2.57,138,4
0,0,1,1,-0.75,-6.66,5.22,1.89,-8.53,-2.28,127,1
0,0,1,1,1.13,-8.3,7.64,1.01,-9.94,1.01,119,1
0,0,1,1,0.55,-11.04,0.44,-0.95,-8.88,-0.68,106,1
0,0,1,1,1.68,-8.99,4.44,3.01,-9.31,2.03,101,2
0,0,1,1,1.04,-9.4,0.24,-0.98,-9.21,0.3,100,2
0,0,1,1,2.38,-8.94,3.36,-0.59,-9.22,0.74,100,2
0,0,1,1,-1.38,-10.03,1.77,-0.34,-9.32,0.96,100,2
0,0,1,1,-1.98,-19.6,9.55,-0.81,-9.78,0.63,100,2
0,0,0,1,0.82,-14.16,-5.73,0.29,-10.73,0.48,101,2
0,1,0,1,-4.99,-13.22,-1.62,-0.58,-11.91,1.02,101,2
0,1,0,1,-1.23,-10.52,2.13,-2.79,-14.28,-1.5,116,2
1,1,0,0,-1.14,-9.81,2.74,-4.41,-14.15,2.55,189,2
1,1,0,0,-0.67,-9.6,2.24,0.37,-3.82,0.69,281,2
1,1,0,0,3.03,-10.1,-0.17,2.53,-4.73,1.01,328,2
1,1,0,0,1.67,-9.09,0,-1.61,-7.24,-0.74,347,3
1,1,0,0,-1.02,-9.83,1.89,-6.91,-7.56,-3.1,347,3
1,1,0,0,0.57,-9.63,2.66,-2.06,-8.04,2.58,347,3
1,1,0,0,3.35,-8.04,9.01,-2.56,-9.07,2.63,317,4
1,1,0,0,-0.08,-9.24,3.84,-1.55,-10.86,-0.45,253,4
1,1,0,0,-0.35,-9.68,1.51,-0.67,-11.05,-7.66,187,4
